Number,Date,End Time,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,net(kW-H)-1,net(kW-H)-2,net(kW-H)-3,net(kW-H)-5,Net kW-H,Counts
,,,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,0,7.409,68.628,32.506,108.543,1060
16128,7/26/2016,14:50:00,121.291,8.73,14:46:08,7.54,-0.003,0.355,14:46:08,-0.039,0.908,0.97,0.222,121.291,8.73,14:46:08,7.54,-0.003,0.355,14:46:08,-0.039,0.908,0.97,0.222,121.291,8.73,14:46:08,7.54,-0.003,0.355,14:46:08,-0.039,0.908,0.97,0.222,7.54,-0.003,0.355,14:46:08,-0.039,0,0,0.071,0,0.071,1
16129,7/26/2016,14:55:00,121.338,8.72,14:52:46,6.23,0.003,-0.615,14:52:46,0.033,0.781,0.94,0.262,121.338,8.72,14:52:46,6.23,0.003,-0.615,14:52:46,0.033,0.781,0.94,0.262,121.338,8.72,14:52:46,6.23,0.003,-0.615,14:52:46,0.033,0.781,0.94,0.262,6.23,0.003,-0.615,14:52:46,0.033,0,0,0.058,0.003,0.061,1
16130,7/26/2016,15:00:00,121.484,8.77,14:55:07,7.92,-0.005,0.228,14:55:07,-0.059,0.947,0.97,0.213,121.484,8.77,14:55:07,7.92,-0.005,0.228,14:55:07,-0.059,0.947,0.97,0.213,121.484,8.77,14:55:07,7.92,-0.005,0.228,14:55:07,-0.059,0.947,0.97,0.213,7.92,-0.005,0.228,14:55:07,-0.059,0,0,0.075,0,0.075,1
16131,7/26/2016,15:05:00,121.382,8.72,15:04:25,6.3,0.002,0.227,15:04:25,0.027,0.787,0.94,0.26,121.382,8.72,15:04:25,6.3,0.002,0.227,15:04:25,0.027,0.787,0.94,0.26,121.382,8.72,15:04:25,6.3,0.002,0.227,15:04:25,0.027,0.787,0.94,0.26,6.3,0.002,0.227,15:04:25,0.027,0,0,0.058,0.002,0.06,1
16132,7/26/2016,15:10:00,121.375,8.75,15:05:50,7.92,-0.005,0.228,15:05:50,-0.061,0.946,0.97,0.212,121.375,8.75,15:05:50,7.92,-0.005,0.228,15:05:50,-0.061,0.946,0.97,0.212,121.375,8.75,15:05:50,7.92,-0.005,0.228,15:05:50,-0.061,0.946,0.97,0.212,7.92,-0.005,0.228,15:05:50,-0.061,0,0,0.075,0,0.075,1
16133,7/26/2016,15:15:00,121.345,8.75,15:13:10,5.96,0.004,0.234,15:13:10,0.049,0.756,0.92,0.271,121.345,8.75,15:13:10,5.96,0.004,0.234,15:13:10,0.049,0.756,0.92,0.271,121.345,8.75,15:13:10,5.96,0.004,0.234,15:13:10,0.049,0.756,0.92,0.271,5.96,0.004,0.234,15:13:10,0.049,0,0,0.055,0.004,0.059,1
16134,7/26/2016,15:20:00,121.201,8.77,15:15:42,8.08,-0.006,0.545,15:15:42,-0.067,0.96,0.98,0.207,121.201,8.77,15:15:42,8.08,-0.006,0.545,15:15:42,-0.067,0.96,0.98,0.207,121.201,8.77,15:15:42,8.08,-0.006,0.545,15:15:42,-0.067,0.96,0.98,0.207,8.08,-0.006,0.545,15:15:42,-0.067,0,0,0.077,0,0.077,1
16135,7/26/2016,15:25:00,121.233,12.34,15:24:09,5.61,0.014,0.687,15:24:09,0.164,0.766,0.89,0.334,121.233,12.34,15:24:09,5.61,0.014,0.687,15:24:09,0.164,0.766,0.89,0.334,121.233,12.34,15:24:09,5.61,0.014,0.687,15:24:09,0.164,0.766,0.89,0.334,5.61,0.014,0.687,15:24:09,0.164,0,0,0.054,0.014,0.068,1
16136,7/26/2016,15:30:00,121.06,12.3,15:29:19,9.27,0.019,0.616,15:29:19,0.23,1.249,0.95,0.38,121.06,12.3,15:29:19,9.27,0.019,0.616,15:29:19,0.23,1.249,0.95,0.38,121.06,12.3,15:29:19,9.27,0.019,0.616,15:29:19,0.23,1.249,0.95,0.38,9.27,0.019,0.616,15:29:19,0.23,0,0,0.098,0.019,0.117,1
16137,7/26/2016,15:35:00,121.159,12.39,15:32:28,7.88,0.036,0.748,15:32:28,0.437,1.184,0.9,0.498,121.159,12.39,15:32:28,7.88,0.036,0.748,15:32:28,0.437,1.184,0.9,0.498,121.159,12.39,15:32:28,7.88,0.036,0.748,15:32:28,0.437,1.184,0.9,0.498,7.88,0.036,0.748,15:32:28,0.437,0,0,0.087,0.036,0.123,1
16138,7/26/2016,15:40:00,121.088,12.31,15:38:12,6.83,0.041,0.62,15:38:12,0.497,1.085,0.87,0.528,121.088,12.31,15:38:12,6.83,0.041,0.62,15:38:12,0.497,1.085,0.87,0.528,121.088,12.31,15:38:12,6.83,0.041,0.62,15:38:12,0.497,1.085,0.87,0.528,6.83,0.041,0.62,15:38:12,0.497,0,0.002,0.076,0.041,0.119,1
16139,7/26/2016,15:45:00,121.063,12.3,15:42:42,6.86,0.041,0.619,15:42:42,0.494,1.087,0.87,0.526,121.063,12.3,15:42:42,6.86,0.041,0.619,15:42:42,0.494,1.087,0.87,0.526,121.063,12.3,15:42:42,6.86,0.041,0.619,15:42:42,0.494,1.087,0.87,0.526,6.86,0.041,0.619,15:42:42,0.494,0,0.002,0.077,0.041,0.12,1
16140,7/26/2016,15:50:00,121.112,12.32,15:48:14,8.59,0.033,0.619,15:48:14,0.4,1.25,0.92,0.476,121.112,12.32,15:48:14,8.59,0.033,0.619,15:48:14,0.4,1.25,0.92,0.476,121.112,12.32,15:48:14,8.59,0.033,0.619,15:48:14,0.4,1.25,0.92,0.476,8.59,0.033,0.619,15:48:14,0.4,0,0,0.094,0.033,0.127,1
16141,7/26/2016,15:55:00,121.248,12.35,15:51:23,7.83,0.037,0.649,15:51:23,0.442,1.181,0.9,0.5,121.248,12.35,15:51:23,7.83,0.037,0.649,15:51:23,0.442,1.181,0.9,0.5,121.248,12.35,15:51:23,7.83,0.037,0.649,15:51:23,0.442,1.181,0.9,0.5,7.83,0.037,0.649,15:51:23,0.442,0,0,0.087,0.037,0.124,1
16142,7/26/2016,16:00:00,121.266,12.36,15:57:08,7.99,0.036,0.952,15:57:08,0.43,1.195,0.91,0.495,121.266,12.36,15:57:08,7.99,0.036,0.952,15:57:08,0.43,1.195,0.91,0.495,121.266,12.36,15:57:08,7.99,0.036,0.952,15:57:08,0.43,1.195,0.91,0.495,7.99,0.036,0.952,15:57:08,0.43,0,0,0.088,0.036,0.124,1
16143,7/26/2016,16:05:00,121.239,12.48,16:02:49,7.47,0.039,1.361,16:02:49,0.466,1.147,0.89,0.51,121.239,12.48,16:02:49,7.47,0.039,1.361,16:02:49,0.466,1.147,0.89,0.51,121.239,12.48,16:02:49,7.47,0.039,1.361,16:02:49,0.466,1.147,0.89,0.51,7.47,0.039,1.361,16:02:49,0.466,0,0,0.083,0.039,0.122,1
16144,7/26/2016,16:10:00,121.266,12.36,16:08:49,7.05,0.041,0.819,16:08:49,0.489,1.108,0.88,0.523,121.266,12.36,16:08:49,7.05,0.041,0.819,16:08:49,0.489,1.108,0.88,0.523,121.266,12.36,16:08:49,7.05,0.041,0.819,16:08:49,0.489,1.108,0.88,0.523,7.05,0.041,0.819,16:08:49,0.489,0,0,0.079,0.041,0.12,1
16145,7/26/2016,16:15:00,121.496,12.39,16:14:32,7.03,0.041,0.731,16:14:32,0.49,1.109,0.87,0.526,121.496,12.39,16:14:32,7.03,0.041,0.731,16:14:32,0.49,1.109,0.87,0.526,121.496,12.39,16:14:32,7.03,0.041,0.731,16:14:32,0.49,1.109,0.87,0.526,7.03,0.041,0.731,16:14:32,0.49,0,0,0.079,0.041,0.12,1
16146,7/26/2016,16:20:00,121.503,12.41,16:19:03,7.38,0.039,0.625,16:19:03,0.472,1.141,0.89,0.516,121.503,12.41,16:19:03,7.38,0.039,0.625,16:19:03,0.472,1.141,0.89,0.516,121.503,12.41,16:19:03,7.38,0.039,0.625,16:19:03,0.472,1.141,0.89,0.516,7.38,0.039,0.625,16:19:03,0.472,0,0,0.082,0.039,0.121,1
16147,7/26/2016,16:25:00,121.628,12.43,16:24:42,7.96,0.037,0.632,16:24:42,0.442,1.198,0.9,0.5,121.628,12.43,16:24:42,7.96,0.037,0.632,16:24:42,0.442,1.198,0.9,0.5,121.628,12.43,16:24:42,7.96,0.037,0.632,16:24:42,0.442,1.198,0.9,0.5,7.96,0.037,0.632,16:24:42,0.442,0,0,0.088,0.037,0.125,1
16148,7/26/2016,16:30:00,121.727,12.45,16:25:41,8.16,0.036,0.628,16:25:41,0.433,1.218,0.91,0.496,121.727,12.45,16:25:41,8.16,0.036,0.628,16:25:41,0.433,1.218,0.91,0.496,121.727,12.45,16:25:41,8.16,0.036,0.628,16:25:41,0.433,1.218,0.91,0.496,8.16,0.036,0.628,16:25:41,0.433,0,0,0.09,0.036,0.126,1
16149,7/26/2016,16:35:00,121.748,12.44,16:32:00,7.95,0.037,0.657,16:32:00,0.443,1.199,0.9,0.503,121.748,12.44,16:32:00,7.95,0.037,0.657,16:32:00,0.443,1.199,0.9,0.503,121.748,12.44,16:32:00,7.95,0.037,0.657,16:32:00,0.443,1.199,0.9,0.503,7.95,0.037,0.657,16:32:00,0.443,0,0,0.088,0.037,0.125,1
